,Unnamed: 0.1,Unnamed: 0.1.1,hs_code,Indent,Description,sc_names,full_desc,pos_kw,neg_kw
35,35,35,4403.20.00.30,4,Other,Pinus spp.,[ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ Other &&  coniferous ] && [ Logs && timber ] && [ Pine (Pinus spp.) ] && [ ![ Ponderosa pine (Pinus ponderosa) ] && ![ Southern yellow pine (Loblolly pine (Pinus taeda)) &&  long leaf pine (Pinus palustris) &&  pitch pine (Pinus rigida) &&  short leaf pine (Pinus echinata) &&  slash pine (Pinus elliottii) && Virginia pine (Pinus virginiana) ] ] ],coniferous;logs;bark;strip;pine;timber;pinus spp;rough;sap wood;squared,ponderosa pine;pinus palustris;yellow pine;pinus virginiana;pitch pine;southern yellow;pinus taeda;short leaf;pinus elliottii;virginia pine;pinus rigida;pinus ponderosa;long leaf;leaf pine;pinus echinata
36,36,36,4403.20.00.35,3,Spruce (Picea spp.),Picea spp.,[ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ Other &&  coniferous ] && [ Logs && timber ] && [ Spruce (Picea spp.) ],coniferous;logs;bark;strip;picea spp;timber;spruce;rough;sap wood;squared,
37,37,37,4403.20.00.40,3,Douglas-fir (Pseudotsuga menziesii),Pseudotsuga menziesii,[ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ Other &&  coniferous ] && [ Logs && timber ] && [ Douglas-fir (Pseudotsuga menziesii) ],coniferous;logs;fir;bark;strip;timber;pseudotsuga menziesii;douglas;rough;sap wood;squared,
38,38,38,4403.20.00.42,3,Other fir; balsam,,[ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ Other &&  coniferous ] && [ Logs && timber ] && [ Other fir; balsam ],coniferous;logs;fir;balsam;bark;strip;timber;rough;sap wood;squared,
39,39,39,4403.20.00.50,3,Western hemlock (Tsuga heterophylla),Tsuga heterophylla,[ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ Other &&  coniferous ] && [ Logs && timber ] && [ Western hemlock (Tsuga heterophylla) ],coniferous;logs;bark;tsuga heterophylla;strip;timber;western hemlock;rough;sap wood;squared,
40,40,40,4403.20.00.52,3,Other hemlock,,[ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ Other &&  coniferous ] && [ Logs && timber ] && [ Other hemlock ],coniferous;hemlock;logs;bark;strip;timber;rough;sap wood;squared,
41,41,41,4403.20.00.55,3,Western red cedar (Thuja plicata),Thuja plicata,[ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ Other &&  coniferous ] && [ Logs && timber ] && [ Western red cedar (Thuja plicata) ],coniferous;logs;bark;strip;western red;red cedar;timber;thuja plicata;rough;sap wood;squared,
42,42,42,4403.20.00.57,3,Other cedar,,[ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ Other &&  coniferous ] && [ Logs && timber ] && [ Other cedar ],coniferous;logs;bark;strip;cedar;timber;rough;sap wood;squared,
43,43,43,4403.20.00.64,3,Other,,[ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ Other &&  coniferous ] && [ Logs && timber ] && [ ![ Other cedar ] && ![ Western red cedar (Thuja plicata) ] && ![ Other hemlock ] && ![ Western hemlock (Tsuga heterophylla) ] && ![ Other fir; balsam ] && ![ Douglas-fir (Pseudotsuga menziesii) ] && ![ Spruce (Picea spp.) ] && ![ Pine (Pinus spp.) ] ] ],coniferous;logs;bark;strip;timber;rough;sap wood;squared,hemlock;balsam;tsuga heterophylla;pine;western red;cedar;red cedar;picea spp;spruce;western hemlock;pinus spp;pseudotsuga menziesii;douglas;fir;thuja plicata
44,44,44,4403.20.00.65,2,Other,,[ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ Other &&  coniferous ] && [ ![ Logs && timber ] && ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ],coniferous;bark;strip;rough;sap wood;squared,logs;pile;post;pulpwood;timber;poles
45,45,45,,1,Other &&  of tropical wood,,[ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ Other &&  of tropical wood ],tropical wood;bark;strip;rough;sap wood;squared,
46,46,46,4403.41.00.00,2,Dark Red Meranti &&  Light Red Meranti && Meranti Bakau,,[ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ Other &&  of tropical wood ] && [ Dark Red Meranti &&  Light Red Meranti && Meranti Bakau ],tropical wood;bark;strip;red meranti;dark red;meranti bakau;rough;sap wood;light red;squared,
47,47,47,4403.49.01.00,2,Other,,[ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ Other &&  of tropical wood ] && [ ![ Dark Red Meranti &&  Light Red Meranti && Meranti Bakau ] ] ],tropical wood;bark;strip;rough;sap wood;squared,meranti bakau;red meranti;light red;dark red
48,48,48,,1,Other,,[ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ],strip;rough;sap wood;squared;bark,tropical wood;coniferous;paint;stain;creosote;preservative
49,49,49,4403.91.00,2,Of oak (Quercus spp.),Quercus spp.,[ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ Of oak (Quercus spp.) ],bark;strip;quercus spp;oak;rough;sap wood;squared,tropical wood;coniferous;paint;stain;creosote;preservative
50,50,50,4403.91.00.20,3,Of red oak,Quercus spp.,[ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ Of oak (Quercus spp.) ] && [ Of red oak ],bark;red oak;strip;quercus spp;oak;rough;sap wood;squared,tropical wood;coniferous;paint;stain;creosote;preservative
51,51,51,4403.91.00.40,3,Other,Quercus spp.,[ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ Of oak (Quercus spp.) ] && [ ![ Of red oak ] ] ],bark;strip;quercus spp;oak;rough;sap wood;squared,tropical wood;coniferous;red oak;paint;stain;creosote;preservative
52,52,52,4403.92.00.00,2,Of beech (Fagus spp.),Fagus spp.,[ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ Of beech (Fagus spp.) ],beech;bark;strip;fagus spp;rough;sap wood;squared,tropical wood;coniferous;paint;stain;creosote;preservative
53,53,53,4403.99.00,2,Other,,[ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ],strip;rough;sap wood;squared;bark,tropical wood;coniferous;beech;fagus spp;paint;quercus spp;stain;oak;creosote;preservative
54,54,54,,3,Pulpwood,,[ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ Pulpwood ],bark;pulpwood;strip;rough;sap wood;squared,tropical wood;coniferous;beech;fagus spp;paint;quercus spp;stain;oak;creosote;preservative
55,55,55,4403.99.00.22,4,Of poplar &&  aspen or cottonwood,,[ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ Pulpwood ] && [ Of poplar &&  aspen or cottonwood ],bark;pulpwood;strip;aspen;poplar;cottonwood;rough;sap wood;squared,tropical wood;coniferous;beech;fagus spp;paint;quercus spp;stain;oak;creosote;preservative
56,56,56,4403.99.00.23,4,Other,,[ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ Pulpwood ] && [ ![ Of poplar &&  aspen or cottonwood ] ] ],bark;pulpwood;strip;rough;sap wood;squared,tropical wood;coniferous;beech;fagus spp;paint;quercus spp;stain;oak;creosote;preservative;aspen;poplar;cottonwood
57,57,57,,3,Poles &&  piles && posts,,[ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ Poles &&  piles && posts ],pile;bark;post;strip;poles;rough;sap wood;squared,tropical wood;coniferous;beech;fagus spp;paint;quercus spp;stain;oak;creosote;preservative
58,58,58,4403.99.00.26,4,Of poplar &&  aspen or cottonwood,,[ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ Poles &&  piles && posts ] && [ Of poplar &&  aspen or cottonwood ],pile;bark;post;strip;aspen;poplar;cottonwood;poles;rough;sap wood;squared,tropical wood;coniferous;beech;fagus spp;paint;quercus spp;stain;oak;creosote;preservative
59,59,59,4403.99.00.27,4,Of birch,,[ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ Poles &&  piles && posts ] && [ Of birch ],birch;pile;bark;post;strip;poles;rough;sap wood;squared,tropical wood;coniferous;beech;fagus spp;paint;quercus spp;stain;oak;creosote;preservative
60,60,60,4403.99.00.28,4,Other,,[ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ Poles &&  piles && posts ] && [ ![ Of birch ] && ![ Of poplar &&  aspen or cottonwood ] ] ],pile;bark;post;strip;poles;rough;sap wood;squared,tropical wood;coniferous;birch;beech;fagus spp;paint;quercus spp;stain;oak;creosote;preservative;aspen;poplar;cottonwood
61,61,61,,3,Other,,[ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ],strip;rough;sap wood;squared;bark,tropical wood;coniferous;beech;pile;post;fagus spp;pulpwood;paint;quercus spp;stain;oak;creosote;preservative;poles
62,62,62,4403.99.00.30,4,Of birch (Betula spp.),Betula spp.,[ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ] && [ Of birch (Betula spp.) ],birch;betula spp;bark;strip;rough;sap wood;squared,tropical wood;coniferous;beech;pile;post;fagus spp;pulpwood;paint;quercus spp;stain;oak;creosote;preservative;poles
63,63,63,4403.99.00.40,4,Of ash (Fraxinus spp.),Fraxinus spp.,[ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ] && [ Of ash (Fraxinus spp.) ],bark;strip;ash;fraxinus spp;rough;sap wood;squared,tropical wood;coniferous;beech;pile;post;fagus spp;pulpwood;paint;quercus spp;stain;oak;creosote;preservative;poles
64,64,64,4403.99.00.50,4,Of western red alder (Alnus rubra),Alnus rubra,[ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ] && [ Of western red alder (Alnus rubra) ],bark;strip;western red;red alder;rough;sap wood;squared;alnus rubra,tropical wood;coniferous;beech;pile;post;fagus spp;pulpwood;paint;quercus spp;stain;oak;creosote;preservative;poles
65,65,65,4403.99.00.55,4,Of cherry (Prunus spp.),Prunus spp.,[ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ] && [ Of cherry (Prunus spp.) ],cherry;bark;strip;prunus spp;rough;sap wood;squared,tropical wood;coniferous;beech;pile;post;fagus spp;pulpwood;paint;quercus spp;stain;oak;creosote;preservative;poles
66,66,66,4403.99.00.60,4,Of maple (Acer spp.),Acer spp.,[ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ] && [ Of maple (Acer spp.) ],bark;strip;rough;acer spp;maple;sap wood;squared,tropical wood;coniferous;beech;pile;post;fagus spp;pulpwood;paint;quercus spp;stain;oak;creosote;preservative;poles
67,67,67,4403.99.00.65,4,Of yellow poplar (Liriodendron tulipifera),Liriodendron tulipifera,[ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ] && [ Of yellow poplar (Liriodendron tulipifera) ],bark;strip;yellow poplar;liriodendron tulipifera;rough;sap wood;squared,tropical wood;coniferous;beech;pile;post;fagus spp;pulpwood;paint;quercus spp;stain;oak;creosote;preservative;poles
68,68,68,4403.99.00.67,4,Of other poplar; of aspen or cottonwood,,[ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ] && [ Of other poplar; of aspen or cottonwood ],bark;strip;aspen;poplar;cottonwood;rough;sap wood;squared,tropical wood;coniferous;beech;pile;post;fagus spp;pulpwood;paint;quercus spp;stain;oak;creosote;preservative;poles
69,69,69,4403.99.00.70,4,Of walnut (Juglans spp.),Juglans spp.,[ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ] && [ Of walnut (Juglans spp.) ],juglans spp;bark;strip;walnut;rough;sap wood;squared,tropical wood;coniferous;beech;pile;post;fagus spp;pulpwood;paint;quercus spp;stain;oak;creosote;preservative;poles
70,70,70,4403.99.00.75,4,Of paulownia (Paulownia spp.),Paulownia spp.,[ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ] && [ Of paulownia (Paulownia spp.) ],bark;strip;paulownia spp;rough;sap wood;squared,tropical wood;coniferous;beech;pile;post;fagus spp;pulpwood;paint;quercus spp;stain;oak;creosote;preservative;poles
71,71,71,4403.99.00.95,4,Other,,[ [ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ] && [ ![ Of paulownia (Paulownia spp.) ] && ![ Of walnut (Juglans spp.) ] && ![ Of other poplar; of aspen or cottonwood ] && ![ Of yellow poplar (Liriodendron tulipifera) ] && ![ Of maple (Acer spp.) ] && ![ Of cherry (Prunus spp.) ] && ![ Of western red alder (Alnus rubra) ] && ![ Of ash (Fraxinus spp.) ] && ![ Of birch (Betula spp.) ] ] ],strip;rough;sap wood;squared;bark,coniferous;beech;pile;ash;stain;creosote;poplar;poles;liriodendron tulipifera;juglans spp;birch;betula spp;post;fagus spp;paint;prunus spp;cottonwood;paulownia spp;red alder;maple;cherry;yellow poplar;fraxinus spp;oak;preservative;acer spp;tropical wood;pulpwood;western red;quercus spp;walnut;aspen;alnus rubra
72,72,72,4404,0,Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like,,[ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ],wood;chipwood;pile;suitable;walking;hoopwood;point;picket;tool;wooden stick;split pole;umbrella;like;stake;manufacture,
73,73,73,4404.10.00,1,Coniferous,,[ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ] && [ Coniferous ],coniferous;wood;chipwood;pile;suitable;walking;hoopwood;point;picket;tool;wooden stick;split pole;umbrella;like;stake;manufacture,
74,74,74,4404.10.00.40,2,Fence pickets &&  palings && rails,,[ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ] && [ Coniferous ] && [ Fence pickets &&  palings && rails ],coniferous;wood;fence picket;chipwood;pile;suitable;walking;hoopwood;paling;point;picket;tool;wooden stick;split pole;rail;umbrella;like;stake;manufacture,
75,75,75,4404.10.00.80,2,Poles &&  piles && posts,,[ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ] && [ Coniferous ] && [ Poles &&  piles && posts ],coniferous;wood;chipwood;pile;suitable;walking;hoopwood;post;point;picket;tool;wooden stick;split pole;umbrella;like;poles;stake;manufacture,
76,76,76,4404.10.00.90,2,Other,,[ [ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ] && [ Coniferous ] && [ ![ Poles &&  piles && posts ] && ![ Fence pickets &&  palings && rails ] ] ],coniferous;wood;chipwood;pile;suitable;walking;hoopwood;point;picket;tool;wooden stick;split pole;umbrella;like;stake;manufacture,fence picket;pile;paling;post;rail;poles
77,77,77,4404.20.00,1,Nonconiferous,,[ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ] && [ Nonconiferous ],wood;chipwood;pile;suitable;walking;hoopwood;nonconiferous;point;picket;tool;wooden stick;split pole;umbrella;like;stake;manufacture,
78,78,78,4404.20.00.40,2,Fence pickets &&  palings && rails,,[ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ] && [ Nonconiferous ] && [ Fence pickets &&  palings && rails ],wood;fence picket;chipwood;pile;suitable;walking;hoopwood;nonconiferous;paling;point;picket;tool;wooden stick;split pole;rail;umbrella;like;stake;manufacture,
79,79,79,4404.20.00.80,2,Poles &&  piles && posts,,[ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ] && [ Nonconiferous ] && [ Poles &&  piles && posts ],wood;chipwood;pile;suitable;walking;hoopwood;nonconiferous;post;point;picket;tool;wooden stick;split pole;umbrella;like;poles;stake;manufacture,
80,80,80,4404.20.00.90,2,Other,,[ [ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ] && [ Nonconiferous ] && [ ![ Poles &&  piles && posts ] && ![ Fence pickets &&  palings && rails ] ] ],wood;chipwood;pile;suitable;walking;hoopwood;nonconiferous;point;picket;tool;wooden stick;split pole;umbrella;like;stake;manufacture,fence picket;pile;paling;post;rail;poles
81,81,81,4405.00.00.00,0,Wood wool (excelsior); wood flour,,[ Wood wool (excelsior); wood flour ],wood wool;excelsior;wood flour,
82,82,82,4406,0,Railway or tramway sleepers (cross-ties) of wood,,[ Railway or tramway sleepers (cross-ties) of wood ],cross;wood;tie;tramway sleeper;railway,
83,83,83,4406.10.00.00,1,Not impregnated,,[ Railway or tramway sleepers (cross-ties) of wood ] && [ Not impregnated ],cross;wood;tie;tramway sleeper;railway,
84,84,84,4406.90.00.00,1,Other,,[ [ Railway or tramway sleepers (cross-ties) of wood ] && [ ![ Not impregnated ] ] ],cross;wood;tie;tramway sleeper;railway,
85,85,85,4407,0,Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm,,[ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ],jointed;chip;peel;mm;wood sawn;sand;slice;thickness;end,
86,86,86,4407.10.01,1,Coniferous,,[ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ],jointed;coniferous;chip;peel;mm;wood sawn;sand;slice;thickness;end,
87,87,87,4407.10.01.01,2,Finger-jointed,,[ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ Finger-jointed ],jointed;coniferous;chip;peel;mm;wood sawn;sand;slice;thickness;finger;end,
88,88,88,,2,Other,,[ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ],jointed;coniferous;chip;peel;mm;wood sawn;sand;slice;thickness;end,jointed;finger
89,89,89,4407.10.01.02,3,Treated with paint &&  stain &&  creosote &&  or other preservative,,[ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ] && [ Treated with paint &&  stain &&  creosote &&  or other preservative ],jointed;coniferous;chip;paint;peel;mm;stain;wood sawn;sand;slice;thickness;creosote;preservative;end,jointed;finger
90,90,90,,3,Not treated,,[ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ] && [ Not treated ],jointed;coniferous;chip;peel;mm;wood sawn;sand;slice;thickness;end,jointed;finger
91,91,91,4407.10.01.15,4,"Mixtures of spruce &&  pine &&  && fir (""S-P-F"")",,"[ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ] && [ Not treated ] && [ Mixtures of spruce &&  pine &&  && fir (""S-P-F"") ]",jointed;coniferous;chip;peel;mm;wood sawn;sand;slice;thickness;mixtures;spruce;end;fir;pine,jointed;finger
92,92,92,4407.10.01.16,4,"Mixtures of western hemlock && amabilis fir (""hem-fir"")",,"[ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ] && [ Not treated ] && [ Mixtures of western hemlock && amabilis fir (""hem-fir"") ]",jointed;coniferous;amabili fir;chip;peel;mm;wood sawn;sand;slice;thickness;western hemlock;mixture;end;hem,jointed;finger
