Clibadium alatum
Manilkara excisa
Impatiens mirabilis
Coffea mufindiensis
Aristolochia paucinervis
Limonium brunneri
Pilgerodendron uviferum
Platostoma thymifolium
Blechnum scaberulum
Polystachya caespitifica
Scaphium longiflorum
Aspidosperma compactinervium
Encephalartos hildebrandtii
Miconia fuliginosa
Clinosperma lanuginosa
Floscopa mannii
Gymnadenia bicornis
Meryta choristantha
Mikania jamesonii
Mangifera orophila
Gastrorchis tuberculosa
Centropogon rubiginosus
Hieracium pangoriense
Rhipsalis sulcata
Schefflera bourdillonii
Thelymitra cyanea
Dioscorea burchellii
Miconia bipatrialis
Magnolia morii
Burmannia sphagnoides
Puya pygmaea
Cyanea sessilifolia
Rytigynia caudatissima
Psychotria franchetiana
Cratoxylum arborescens
Aponogeton bogneri
Ulmus laevis
Nepenthes danseri
Echinocereus pectinatus
Geranium loxense
Teline tribracteolata
Cedrela lilloi
Alnus jorullensis
Hyphaene macrosperma
Euphorbia breviaculeata
Drymonia punctulata
Trichilia pallens
Zamia melanorrhachis
Lathyrus palustris
Dryopteris corleyi
Encephalartos lehmannii
Knema pierrei
Vanilla somai
Panicum pearsonii
Allium ericetorum
Euonymus huangii
Ilex gardneriana
Sclerocactus nyensis
Begonia aeranthos
Oryza schweinfurthiana
Amomum celsum
Achyranthes talbotii
Litsea foxiana
Zamia disodon
Jatropha chamelensis
Limnophila glabra
Aeonium balsamiferum
Pentace strychnoidea
Parodia rudibuenekeri
Oreofraga morrisiana
Psychotria rhonhofiae
Abies mexicana
Pinus hartwegii
Hydrotriche mayacoides
Mesophyllum laxum
Myrsine brownii
Aniba santalodora
Rudgea stenophylla
Peniocereus macdougallii
Cyanea mannii
Diplazium hieronymi
Eugenia fulva
Syzygium oliganthum
Cirsium trachylepis
Utricularia australis
Cupressus sargentii
Solanum leiophyllum
Encephalartos aplanatus
Critoniopsis yamboyensis
Eulophia nervosa
Nymphoides sivarajanii
Elaeocarpus gaussenii
Allium permixtum
Berberis bicolor
Alsidium pusillum
Cyperus bryanii
Melhania milleri
Pinus torreyana
Euphorbia itremensis
Glyphaea tomentosa
Cineraria longipes
Dryobalanops oblongifolia
Viola ucriana
Cedrus atlantica
Sorbus turkestanica
Calathea chimboracensis
Baccharis klattii
Cirsium davisianum
Chassalia eurybotrya
Fagara externa
Indigofera ancistrocarpa
Cleyera vaccinioides
Pterospermum blumeanum
Carex bermudiana
Hymenophyllum contractile
Horsfieldia microcarya
Stenostomum radiatum
Camellia fangchengensis
Hibiscus brackenridgei
Amanoa strobilacea
Trichilia fasciculata
Sorbus subcuneata
Frailea curvispina
Hyoseris frutescens
Limonium legrandii
Silene mariana
Myriocladus steyermarkii
Aspidostemon humbertianus
Knema tenuinervia
Acropogon fatsioides
Limonium duriaei
Pseudogynoxys engleri
Polyscias sandwicensis
Madhuca fulva
Almaleea capitata
Mildbraedia carpinifolia
Leucochloron minarum
Podocarpus affinis
Campanula pontica
Anathallis guimaraensii
Knema pedicellata
Pitcairnia simulans
Psychotria crassipetala
Afrocanthium vollesenii
Polypleurum prachinburiense
Chamaedorea elatior
Solanum betaceum
Triglochin palustris
Aiouea obscura
Brachionidium dressleri
Harrisia adscendens
Echinopsis ayopayana
Decaspermum vitiense
Laccosperma robustum
Daemonorops binnendijkii
Cyanea stictophylla
Hedyosmum burgerianum
Tillandsia pachyaxon
Brillantaisia lancifolia
Indigofera miniata
Canarium pseudodecumanum
Eugenia pycnoneura
Astragalus bidentatus
Korupodendron songweanum
Lonicera karataviensis
Narcissus triandrus
Cirsium albowianum
Bulleyia yunnanensis
Capparis uniflora
Begonia harlingii
Benthamia catatiana
Betula talassica
Coursetia planipetiolata
Garcinia indica
Maytenus reflexa
Euphorbia parvicyathophora
Pilea cataractae
Magnolia emarginata
Eugenia laurae
Freziera stuebelii
Lindernia rivularis
Sebastiania spicata
Geonoma irena
Campanula troegerae
Grewia milleri
Gardenia hillii
Hieracium adenobrachion
Pisonia artensis
Podocarpus purdieanus
Quercus macdonaldii
Carex phragmitoides
Prumnopitys andina
Buchanania lanceolata
Guioa melanopoda
Bullockia impressinervia
Hanabusaya asiatica
Dracula ligiae
Lobelia monostachya
Polystachya testuana
Aglaia brassii
Roupala sphenophyllum
Shorea falcata
Tsuga robusta
Sebastiania lesteri
Polygala tenuicaulis
Matisia dolichopoda
Xyris gossweileri
Magnolia rzedowskiana
Euphorbia pedilanthoides
Anadenanthera cebil
Shorea myrionerva
Clidemia asplundii
Trichilia ulei
Veronica catenata
Cassipourea subcordata
Libocedrus austrocaledonica
Arisaema kawashimae
Atuna travancorica
Cheirolophus massonianus
Abies squamata
Dacryodes multijuga
Chassalia johnstonii
Pinus bungeana
Pinus lumholtzii
Centropogon trichodes
Schiedea viscosa
Gymnospermium microrrhynchum
Euphorbia mahabobokensis
Bulbophyllum tokioi
Lysimachia cousiniana
Begonia furfuracea
Magnolia venezuelensis
Afrothismia insignis
Annona ferruginea
Achyranthes mutica
Nectandra caudatoacuminata
Cheirostylis notialis
Psychotria tubuaiensis
Ulmus minor
Genista ancistrocarpa
Schiedea stellarioides
Tulipa hungarica
Horsfieldia nervosa
Phragmipedium christiansenianum
Helianthemum bystropogophyllum
Behaimia cubensis
Pseudoxandra williamsii
Euphorbia bosseri
Stenocereus martinezii
Wikstroemia skottsbergiana
Symplocos pulchra
Vatica heteroptera
Knema pilocarpa
Carpinus lipoensis
Micromeria glomerata
Coffea dactylifera
Pereskia bleo
Spiraeanthemum graeffei
Anthurium curtispadix
Glycosmis tomentella
Miconia pernettifolia
Schoenoplectus litoralis
Stenospermation brachypodum
Phoradendron canzacotoi
Euphorbia atoto
Cornus disciflora
Livistona mariae
Coffea schliebenii
Centaurea woronowii
Cupressus funebris
Sideritis scardica
Amomum tomrey
Mammillaria marcosii
Melocactus bellavistensis
Pittosporum paniculatum
Gymnocalycium paraguayense
Lipocarpha maculata
Magnolia sororum
Cunonia dickisonii
Narcissus nevadensis
Isonandra perakensis
Allium libani
Sorbus aria
Echinops reticulatus
Lycium minimum
Gaertnera rosea
Munnozia pinnatipartita
Encephalartos dolomiticus
Sclerocactus intertextus
Neopicrorhiza minima
Paleodicraeia imbricata
Magnolia pealiana
Ternstroemia wallichiana
Quercus turbinella
Bucida ophiticola
Begonia neoharlingii
Larix griffithii
Alnus orientalis
Rhopalocarpus suarezensis
Sorbus herbipolitana
Henriettea ininensis
Iris westii
Ephedra trifurcata
Betula humilis
Coleocephalocereus goebelianus
Taxus wallichiana
Cleistanthus travancorensis
Scirpus atrocinctus
Dendrobium leptocladum
Podorungia lantzei
Brachystephanus roseus
Sphaerolejeunea umbilicata
Plectranthus cataractarum
Senecio antisanae
Mangifera pajang
Mimosa morongii
Myristica kajewski
Barbarea grandiflora
Dioscorea mundii
Oncosperma platyphyllum
Schefflera agamae
Hopea discolor
Pittosporum terminalioides
Coursetia hypoleuca
Terminalia bucidoides
Neraudia kauaiensis
Amesiella philippensis
Burmeistera anderssonii
Sorbus richii
Drypetes oxyodonta
Neolitsea mollissima
Pittosporum pronyense
Carex furva
Afrothismia budongensis
Madhuca tubulosa
Osmoxylon reburrum
Agelanthus atrocoronatus
Glycosmis longisepala
Lupinus smithianus
Nasa aequatoriana
Dypsis lucens
Psiadia cataractae
Mikania iodotricha
Semecarpus ochracea
Fuchsia lehmannii
Anthurium oxyphyllum
Phyllanthus acacioides
Aspidosperma polyneuron
Calamagrostis llanganatensis
Cyperus lateriticus
Pinus massoniana
Vitex yaundensis
Ochrosia borbonica
Pseudorhipsalis alata
Fargesia grossa
Rosa jaroshenkoi
Aglaia leptantha
Graffenrieda trichanthera
Aquilegia nigricans
Nectandra filiflora
Austromyrtus lotoides
Helianthus bolanderi
Pachycarpus medusonema
Abies lasiocarpa
Galium azuayicum
Joosia obtusa
Streptocarpus bullatus
Verbascum transcaucasicum
Encephalartos munchii
Rytigynia bugoyensis
Trichilia magnifoliola
Isoetes echinospora
Rotala ritchiei
Helianthemum teneriffae
Freziera punctata
Ferocactus fordii
Acharagma roseanum
Paphiopedilum rothschildianum
Carpinus eximia
Phyllostegia glabriuscula
Crotalaria laburnoides
Mentha longifolia
Breonia fragifera
Juglans olanchana
Ilex morichei
Phlegmariurus bampsianus
Tanacetum oltense
Sinapidendron gymnocalyx
Knema subhirtella
Coryphantha sulcata
Fitchia cuneata
Pseudotsuga sinensis
Knema kostermansiana
Symplocos tubulifera
Seddera fastigiata
Aglaia ramotricha
Indigofera dasycephala
Kibatalia gitingensis
Tillandsia cernua
Echinochloa frumentacea
Anthurium sagittellum
Memecylon fragrans
Symplocos costata
Calceolaria brachiata
Crambe laevigata
Deschampsia maderensis
Diospyros selangorensis
Guarea venenata
Angelica glauca
Schefflera gleasonii
Coryphantha elephantidens
Anisophyllea chartacea
Blakea pichinchensis
Cinnamomum kotoense
Mimosa nothacacia
Symplocos shilanensis
Zamia katzeriana
Dypsis saintelucei
Polylophium panjutinii
Burmeistera cylindrocarpa
Pritchardia lowreyana
Jurinea sosnowskyi
Erythrina euodiphylla
Abdulmajidia chaniana
Kingiodendron platycarpum
Schizolaena tampoketsana
Brahea pimo
Gladiolus antandroyi
Wedelia chinensis
Astronidium lepidotum
Aegilops tauschii
Magnolia nuevoleonensis
Duosperma porotoense
Helichrysum helvolum
Paranecepsia alchorneifolia
Dypsis andrianatonga
Juniperus ashei
Coffea zanguebariae
Myristica tenuivenia
Ternstroemia luquillensis
Sorbus cucullifera
Pinus amamiana
Vicia fulgens
Enicosanthum congregatum
Hibiscus arnottianus
Anthurium lineolatum
Podocarpus urbanii
Microtropis keningauensis
Pouteria lucens
Carpinus tsunyihensis
Cotoneaster raboutensis
Cyanea rivularis
Dipterocarpus tempehes
Aphanopleura zangelanica
Dacryodes igaganga
Cycas badensis
Pouteria macrocarpa
Ormocarpum klainei
Tapinanthus letouzeyi
Fimbristylis monospicula
Carex albula
Dioscorea heteropoda
Clidemia ablusa
Cyrtandra anthropophagorum
Echinocereus ortegae
Styrax fraserensis
Boswellia sp.
Miconia guayaquilensis
Hopea fluvialis
Dypsis andilamenensis
Gaussia maya
Cadia rubra
Weinmannia costulata
Dypsis anjae
Crabbea longipes
Elaphoglossum pellucidum
Baccharis hambatensis
Eriocaulon hildebrandtii
Euphorbia hexadenia
Dypsis humbertii
Geissois balansae
Symplocos coccinea
Ilex ternatiflora
Encephalartos hirsutus
Psorothamnus thompsoniae
Cypripedium parviflorum
Begonia tetrandra
Eleocharis columbiensis
Myrmecophila thomsoniana
Phragmipedium fischeri
Vatica flavida
Mutisia discoidea
Antidesma hillebrandii
Cycas pranburiensis
Betula gynoterminalis
Cunonia schinziana
Anthurium caloveboranum
Siphoneugenia widgreniana
Terminalia parviflora
Campylocentrum spannagelii
Quercus georgiana
Ormocarpopsis parvifolia
Ranunculus penicillatus
Shorea kudatensis
Knema oblongifolia
Magnolia longipedunculata
Darwiniothamnus alternifolius
Selenipedium chica
Calathea multicinta
Psychotria sodiroi
Maytenus ponceana
Verbena fournieri
Brexia madagascariensis
Kirkia burgeri
Miconia cercophora
Ixora opuloides
Copiapoa hypogaea
Galipea ossana
Astragalus nigrocalycinus
Cycas saxatilis
Iphigenia stellata
Abies ziyuanensis
Myristica lasiocarpa
Leptolaena masoalensis
Securidaca leiocarpa
Sorbus evansii
Sonchus erzincanicus
Rinorea ramiziana
Kermadecia pronyensis
Coffea myrtifolia
Jollydora glandulosa
Dendrobium litorale
Lessertia flanaganii
Rytigynia pseudolongicaudata
Encephalartos whitelockii
Gazania thermalis
Podonephelium plicatum
Shorea bracteolata
Jurinea bellidioides
Pourouma petiolulata
Elaphoglossum heliconiaefolium
Soulamea terminalioides
Allium pilosum
Tectiphiala ferox
Crotalaria yaihsienensis
Cinchona rugosa
Eriocoelum oblongum
Glomera longa
Shorea maxima
Syzygium wolfii
Vatica coriacea
Seseli intricatum
Vitex gaumeri
Riella alatospora
Aglaia speciosa
Commelina diffusa
Dipterocarpus retusus
Humiriastrum melanocarpum
Schiedea lychnoides
Ficus faulkneriana
Sorbus klasterskyana
Sebastiania huallagensis
Lagarosiphon rubellus
Ononis maweana
Hopea philippinensis
Scalesia pedunculata
Myristica rosselensis
Vepris samburuensis
Arum apulum
Corydalis leptantha
Oxygyne shinzatoi
Kalanchoe daigremontiana
Semecarpus marginata
Couratari tauari
Murdannia lanceolata
Psychotria plurivenia
Euphorbia longifolia
Bidens amplectens
Ferula sadleriana
Sideritis hyssopifolia
Myristica basilanica
Cleistanthus malabaricus
Asplundia quinindensis
Epipactis nordeniorum
Anthurium jimenae
Podocarpus subtropicalis
Pinus merkusii
Logania depressa
Mammillaria aureilanata
Dillenia fischeri
Symplocos versicolor
Liriodendron tulipifera
Ctenitis squamigera
Verbena sedula
Knema plumulosa
Polystachya virginea
Calathea ecuadoriana
Dioscorea sylvatica
Aloe weloensis
Osmoxylon ellipsoideum
Mammea papuana
Podolobium ilicifolium
Phyllanthus mimicus
Eremospatha macrocarpa
Pentacalia moronensis
Cistus palhinhae
Magnistipula conrauana
Juniperus blancoi
Lobelia limosa
Psychotria cathetoneura
Pinus montezumae
Psidium dumetorum
Anthyllis lemanniana
Hanseniella smitinandii
Begonia pulcherrima
Zamia pygmaea
Gaertnera cardiocarpa
Habenaria batesii
Cycas lindstromii
Pandanus palustris
Podocarpus archboldii
Shorea domatiosa
Vriesea tillii
Thunbergia rufescens
Cyperus subaequalis
Echinocereus stramineus
Mangifera monandra
Amentotaxus yunnanensis
Cinnamomum riparium
Ranunculus schweinfurthii
Quercus purulhana
Phreatia caudiflora
Hoffmannia modesta
Aeschynomene aphylla
Elattostachys dzumacensis
Huilaea penduliflora
Juniperus mucronata
Silene sennenii
Talisia bullata
Allium hymettium
Tillandsia homostachya
Chionanthus proctorii
Guzmania albescens
Bromus bikfayensis
Cynorkis usambarae
Shorea affinis
Disocactus flagelliformis
Chytranthus obliquinervis
Hippocrepis valentina
Aloe comosa
Verbesina villonacoensis
Maytenus gurueensis
Basselinia tomentosa
Eugenia salamensis
Gagea anisopoda
Argyranthemum winteri
Lepidagathis pobeguinii
Photinia serratifolia
Dendrobium officinale
Habenaria jaguariahyvae
Hopea brevipetiolaris
Cupaniopsis rotundifolia
Rosmarinus tomentosus
Salacia oblonga
Salacia arenicola
Pseudobersama mossambicensis
Encephalartos marunguensis
Bonnetia bolivarensis
Alpinia velutina
Sphenoclea dalzielii
Begonia pelargoniiflora
Psychotria nilgiriensis
Androsace mathildae
Psydrax paradoxa
Cornus monbeigii
Cassine koordersii
Memecylon cogniauxii
Mimusops sechellarum
Hemithrinax savannarum
Tetradenia falafa
Turraea kimbozensis
Nectandra barbellata
Quercus cornelius-mulleri
Rhopaloblaste augusta
Dioclea schimpffii
Aspidostemon triantherus
Euphorbia antsingiensis
Aequatorium asterotrichum
Orthotrichum truncato-dentatum
Clavija repanda
Passiflora roseorum
Tovomita chachapoyasensis
Memecylon arnottianum
Butea monosperma
Faramea exemplaris
Nymphoides macrospermum
Warneckea austro-occidentalis
Asplundia domingensis
Codia belepensis
Lijndenia brenanii
Barleria superata
Populus mexicana
Pluchea obovata
Psidium rufum
Gentianella flaviflora
Litsea leytensis
Schoenoplectus tabernaemontani
Lophopetalum wightianum
Withania chevalieri
Uvariopsis tripetala
Thlaspi zangezuricum
Berberis woomungensis
Carex granularis
Isoglossa oreacanthoides
Cerasus dielsiana
Grevea echinocarpa
Stellaria elatinoides
Dahlgrenodendron natalense
Ilex acutidenticulata
Vicia quadrijuga
Neolemonniera clitandrifolia
Fitchia speciosa
Baccharis arbutifolia
Medusandra richardsiana
Ophrestia humbertii
Picea senanensis
Isoetes udupiensis
Siphocampylus uncipes
Bupleurum schistosum
Cephalotaxus mannii
Dipterocarpus costatus
Brunellia antioquensis
Stapfiella pubescens
Polystachya serpentina
Astragalus oophorus
Polygala calcarea
Pterospermum fuscum
Scaevola muluensis
Cineraria anampoza
Acanthocereus tetragonus
Myristica malabarica
Orophea submaculata
Ruagea microphylla
Polypodium mixtum
Aglaia apiocarpa
Ormocarpopsis tulearensis
Eugenia tekuensis
Dendrosicyos socotrana
Endocaulos mangorense
Symplocos bractealis
Vernonia arborescens
Lepechinia paniculata
Pinus densiflora
Symplocos junghuhnii
Xerochlamys elliptica
Phyllanthus axillaris
Begonia duncan-thomasii
Cheilanthes deboeri
Mammea usambarensis
Parodia mueller-melchersii
Euphorbia discrepans
Mammillaria napina
Melanophylla alnifolia
Mesua kochummenia
Amygdalus minutiflora
Tolumnia variegata
Retrophyllum rospigliosii
Bunchosia diphylla
Citrus taiwanica
Stemonoporus lancifolius
Empogona acidophylla
Isoetes panchganiensis
Taverniera sericophylla
Cinnamomum parviflorum
Anthoxanthum borii
Shorea waltoni
Acalypha hontauyuensis
Cordia croatii
Carlina gummifera
Drypetes cockburnii
Amomum vespertilio
Neoveitchia storckii
Dicranopygium euryphyllum
Dipterocarpus concavus
Ephedra torreyana
Crassula elatinoides
Malus baccata
Asplenium lolegnamense
Plectranthus guruensis
Peperomia salangonis
Pyrus chosrovica
Gomesa silvana
Matisia alata
Dendrobium neglectum
Rhododendron giganteum
Hordeum procerum
Cyanea hardyi
Burretiokentia grandiflora
Madhuca hainanensis
Meteoromyrtus wynaadensis
Pyrenaria kunstleri
Psychotria deverdiana
Campnosperma micranteium
Camellia leptophylla
Crotalaria ovata
Oreopanax hedraeostrobilus
Ledermanniella adamesii
Diospyros oppositifolia
Geranium arboreum
Helichrysum artvinense
Helichrysum melitense
Archidendron pahangense
Mangifera andamanica
Sideroxylon bullatum
Dypsis turkii
Ladenbergia stenocarpa
Turbinicarpus horripilus
Maytenus abbottii
Ardisia eugenioides
Magnolia sirindhorniae
Cotylelobium melanoxylon
Euphorbia bevilanensis
Betula halophila
Calyptranthes johnstonii
Euphorbia hedyotoides
Cereus vargasianus
Oreopanax ischnolobus
Bikkia lenormandii
Cunonia pseudoverticillata
Cystacanthus affinis
Myrsine juddii
Nymphoides tenuissima
Parathesis palaciosii
Peperomia leucanthera
Symplocos clethrifolia
Cyrtandra dentata
Bupleurum euphorbioides
Strychnos millepunctata
Tambourissa pedicellata
Scrophularia olgae
Mapania ferruginea
Vantanea peruviana
Angraecum perhumile
Calceolaria zamorana
Elaphoglossum pangoanum
Meliosma sirensis
Tabebuia elongata
Aglaia monozyga
Dioscorea choriandra
Cephalotaxus latifolia
Couratari scottmorii
Drepanocladus hallii
Elaphoglossum viscidulum
Gravesia riparia
Heliciopsis montana
Baloghia pininsularis
Elaphoglossum semicylindricum
Hyophorbe amaricaulis
Isoplexis isabelliana
Syzygium ramavarma
Eriophorum chamissonis
Aeschynomene angolensis
Chamaecyparis lawsoniana
Nototrichium humile
Quercus invaginata
Begonia hemsleyana
Micrococca scariosa
Cleistanthus robustus
Philodendron hooveri
Vasconcellea palandensis
Alnus henryi
Eugenia johorensis
Trichomanes speciosum
Euodia macrocarpa
Silene syngei
Deinbollia angustifolia
Podocarpus macrocarpus
Polystichum bonapartii
Asplenium octoploideum
Dypsis carlsmithii
Erucastrum palustre
Allium lehmannii
Castanopsis wallichii
Gymnocalycium ragonesei
Holcoglossum quasipinifolium
Centropogon azuayensis
Magnolia hookeri
Sphaerocarpos drewei
Pandanus thomensis
Tillandsia aequatorialis
Polyscias kikuyuensis
Ceratonia oreothauma
Litsea gracilis
Microcharis latistipulata
Diospyros moonii
Calathea curaraya
Areca glandiformis
Obregonia denegrii
Myristica warburgii
Iris basaltica
Calathea paucifolia
Plerandra elegantissima
Allium parnassicum
Nesaea maxima
Kadua haupuensis
Carex flava
Amorphophallus hayi
Arenaria provincialis
Aster sorrentinii
Berberis saxorum
Cyperus grandifolius
Dipterocarpus cornutus
Tilia platyphyllos
Mesua stylosa
Dypsis ceracea
Drosera insolita
Polyspora hirtella
Thecacoris annobonae
Dyschoriste kitongaensis
Hopea cordifolia
Ziziphus hutchinsonii
Euphorbia orthoclada
Cynorkis quinqueloba
Carex pellita
Macaranga huahineensis
Picea meyeri
Cola clavata
Changnienia amoena
Euphorbia denisiana
Myristica mediovibex
Psychotria megalopus
Mouriri completens
